STATE,EVENT_ID,YEAR,MONTH_NAME,TOR_F_SCALE,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY,DAMAGE_CROPS
NORTH DAKOTA,5612332,1997,August,F0,46.95,-100.77,46.95,-100.77,0,0,0,0,,
IDAHO,5616399,1997,June,F0,44.17,-112.53,44.17,-112.53,0,0,0,0,3K,
WISCONSIN,5606301,1997,July,F2,45.12,-89.47,45.07,-89.52,0,0,0,0,500K,25K
WISCONSIN,5606302,1997,July,F2,45.12,-89.43,45.07,-89.4,0,0,0,0,1M,3M
NEW YORK,5610292,1997,June,F0,40.68,-73,40.68,-73,0,0,0,0,,
INDIANA,5620789,1997,July,F0,40.05,-85.97,40.08,-85.97,0,0,0,0,10K,1K
OHIO,5611920,1997,August,F0,40.2,-82.82,40.2,-82.82,0,0,0,0,50K,
MISSISSIPPI,5588703,1997,January,F0,34.13,-89.37,34.13,-89.37,0,0,0,0,.01K,
TEXAS,5611043,1997,June,F0,28.98,-96.65,28.98,-96.65,0,0,0,0,20K,
TEXAS,5611044,1997,June,F0,29.2,-96.28,29.2,-96.28,0,0,0,0,20K,
MASSACHUSETTS,5605849,1997,July,F2,42.18,-73.17,42.23,-73.1,0,0,0,0,1.5M,
SOUTH DAKOTA,5608506,1997,June,F0,45.45,-99.55,45.45,-99.55,0,0,0,0,,
NORTH DAKOTA,5606769,1997,July,F1,47.83,-98.43,47.83,-98.43,0,0,0,0,,
NEBRASKA,5615264,1997,August,F0,40.42,-101.5,40.42,-101.5,0,0,0,0,,
TEXAS,5611497,1997,June,F0,31.18,-105.35,31.18,-105.35,0,0,0,0,,
TEXAS,5611500,1997,June,F1,31.18,-105.35,31.18,-105.35,0,0,0,0,,
PENNSYLVANIA,5615831,1997,July,F1,41.9,-77.13,41.9,-77.13,0,0,0,0,,
INDIANA,5620924,1997,July,F0,39.93,-85.35,39.93,-85.35,0,0,0,0,1K,
TEXAS,5611312,1997,June,F1,35.23,-100.62,35.18,-100.57,0,0,0,0,,
TEXAS,5611314,1997,June,F1,34.78,-100.22,34.75,-100.1,0,0,0,0,,
NORTH DAKOTA,5606344,1997,July,F0,48.77,-100.8,48.77,-100.8,0,0,0,0,10K,
PENNSYLVANIA,5615961,1997,July,F0,40.95,-76.88,40.95,-76.88,0,0,0,0,,
NEBRASKA,5609349,1997,June,F0,41.17,-98.92,41.15,-98.9,0,0,0,0,0,25K
SOUTH DAKOTA,5612870,1997,July,F0,44.82,-97.53,44.82,-97.53,0,0,0,0,,
WYOMING,5609677,1997,August,F0,41.78,-104.35,41.78,-104.35,0,0,0,0,0,0
WYOMING,5609678,1997,August,F0,41.85,-107.17,41.85,-107.15,0,0,0,0,0,0
MINNESOTA,5610018,1997,August,F0,43.67,-91.55,43.67,-91.53,0,0,0,0,80K,25K
FLORIDA,5623746,1997,July,F0,28.3,-81.4,28.3,-81.4,0,0,0,0,2K,
FLORIDA,5623747,1997,July,F0,28.6,-80.87,28.6,-80.87,0,0,0,0,0,
PENNSYLVANIA,5623873,1997,July,F0,40.9,-76.8,40.9,-76.8,0,0,0,0,,
ALABAMA,5611662,1997,July,F0,32.65,-85.37,32.65,-85.37,0,0,0,0,12K,0K
KANSAS,5606151,1997,July,F1,39.8,-96.07,39.8,-96.07,0,0,0,0,15K,
MAINE,5625005,1997,August,F0,45.08,-69.05,45.08,-69.05,0,0,0,0,,
WISCONSIN,5614865,1997,July,F1,45.32,-91.17,45.32,-91.17,1,0,0,0,,
WISCONSIN,5614915,1997,July,F1,45.03,-91.93,45.02,-91.87,0,0,0,0,,
TENNESSEE,5614937,1997,June,F0,36.63,-87.47,36.63,-87.47,0,0,0,0,130K,
NEBRASKA,5609342,1997,June,F0,40.82,-98.37,40.82,-98.37,0,0,0,0,0,50K
TEXAS,5609312,1997,June,F0,33.18,-96.18,33.18,-96.18,0,0,0,0,,
MINNESOTA,5614625,1997,August,F0,44.7,-94.18,44.7,-94.18,0,0,0,0,,
VIRGINIA,5617857,1997,July,F0,36.87,-76.27,36.87,-76.27,0,0,0,0,.1M,
PENNSYLVANIA,5615959,1997,July,F1,41.2,-77.38,41.17,-77.37,0,0,0,0,,
OKLAHOMA,5620476,1997,June,F0,35.22,-95.42,35.22,-95.42,0,0,0,0,,
VIRGINIA,5617856,1997,July,F1,36.85,-76.27,36.85,-76.27,0,0,0,0,.4M,
FLORIDA,5602694,1997,July,F0,25.47,-80.47,25.47,-80.47,0,0,0,0,,
WASHINGTON,5606609,1997,July,F1,48.17,-12.42,48.22,-118.9,0,0,0,0,10K,0
WASHINGTON,5606610,1997,July,F1,48.17,-12.42,48.22,-118.9,0,0,0,0,10K,0
WASHINGTON,5606611,1997,July,F1,48.6,-118.05,48.6,-118.05,0,0,0,0,20K,0
COLORADO,5607179,1997,July,F0,40.95,-103.47,40.95,-103.47,0,0,0,0,0,
PENNSYLVANIA,5613708,1997,August,F1,41.42,-76.58,41.42,-76.58,0,0,0,0,,
PENNSYLVANIA,5613710,1997,August,F1,41.38,-76.48,41.38,-76.48,0,0,1,0,,
COLORADO,5615661,1997,August,F0,37.65,-105.92,37.65,-105.85,0,0,0,0,,
IOWA,5610238,1997,August,F0,41.87,-93.93,41.87,-93.93,0,0,0,0,,1K
MONTANA,5613228,1997,July,F0,47.77,-106.63,47.77,-106.63,0,0,0,0,,
MINNESOTA,5611415,1997,July,F0,43.98,-96.32,43.98,-96.32,0,0,0,0,,
IOWA,5610245,1997,August,F0,41.18,-93.62,41.18,-93.62,0,0,0,0,,1K
MINNESOTA,5614788,1997,July,F0,45.22,-94.7,45.22,-94.7,0,0,0,0,,
OHIO,5616182,1997,July,F0,40.58,-83.13,40.58,-83.13,0,0,0,0,75K,
IOWA,5610246,1997,August,F0,41.33,-93.57,41.33,-93.57,0,0,0,0,.5K,2K
WISCONSIN,5606390,1997,July,F1,44.93,-89.4,44.92,-89.38,0,0,0,0,100K,10K
WISCONSIN,5606392,1997,July,F0,44.82,-89.25,44.82,-89.25,0,0,0,0,1K,1K
IOWA,5612702,1997,July,F0,42.62,-95.92,42.63,-95.9,0,0,0,0,,
TEXAS,5609792,1997,July,F0,29.47,-95.35,29.47,-95.35,0,0,0,0,50K,
WYOMING,5609668,1997,August,F0,41.13,-104.9,41.13,-104.9,0,0,0,0,0,0
NEBRASKA,5615284,1997,August,F0,42.75,-102.43,42.75,-102.43,0,0,0,0,,
NORTH DAKOTA,5612333,1997,August,F0,47.42,-100.72,47.42,-100.72,0,0,0,0,,
NORTH DAKOTA,5612334,1997,August,F0,47.18,-99.52,47.18,-99.52,0,0,0,0,,
ALABAMA,5599080,1997,May,F0,34.73,-86.62,34.73,-86.62,0,0,0,0,10K,0K
TEXAS,5599194,1997,May,F0,31.07,-95,31.07,-95,0,0,0,0,5K,
WASHINGTON,5599542,1997,May,F1,47.85,-117.52,47.9,-117.47,0,0,0,0,350K,
FLORIDA,5588904,1997,January,F1,30.67,-85.83,30.67,-85.83,3,0,0,0,30K,0
FLORIDA,5588905,1997,January,F1,30.63,-85.72,30.63,-85.72,0,0,0,0,50K,0
CALIFORNIA,5587213,1997,February,F0,35.37,-119,35.37,-119,0,0,0,0,10K,0K
OKLAHOMA,5613703,1997,May,F1,35.08,-97.78,35.07,-97.6,0,0,0,0,24K,
NORTH CAROLINA,5624181,1997,April,F0,34.85,-77.28,34.85,-77.28,0,0,0,0,,
FLORIDA,5623472,1997,April,F0,27.92,-82.53,27.92,-82.53,0,0,0,0,5K,0
TEXAS,5610315,1997,May,F0,35.35,-100.92,35.35,-100.92,0,0,0,0,,
FLORIDA,5612239,1997,January,F0,27.53,-82.73,27.53,-82.73,0,0,0,0,3K,0
FLORIDA,5612240,1997,January,F0,27.33,-82.53,27.33,-82.53,0,0,0,0,0,0
NORTH DAKOTA,5603493,1997,June,F0,46.43,-97.92,46.43,-97.92,0,0,0,0,,
NORTH DAKOTA,5603495,1997,June,F0,46.02,-96.83,46.02,-96.83,0,0,0,0,,
ALABAMA,5591233,1997,January,F0,34.77,-85.73,34.75,-85.7,0,0,0,0,60K,5K
TEXAS,5591228,1997,January,F1,31.57,-95.58,31.58,-95.53,4,0,0,0,50K,
TENNESSEE,5603806,1997,June,F1,36.18,-82.63,36.18,-82.63,0,0,0,0,500K,
FLORIDA,5586723,1997,January,F0,30.4,-83.1,30.45,-83.05,0,0,0,0,.1M,
TEXAS,5599103,1997,May,F1,33.53,-97.27,33.52,-97.2,0,0,0,0,,
TEXAS,5599104,1997,May,F0,33.48,-97.05,33.48,-97.05,0,0,0,0,,
ALABAMA,5587961,1997,January,F2,33.13,-87.57,33.25,-87.43,10,0,1,0,5M,5K
ALABAMA,5587852,1997,February,F0,33.22,-86.88,33.22,-86.88,0,0,0,0,15K,0K
TEXAS,5598986,1997,May,F0,33.67,-97.53,33.67,-97.53,0,0,0,0,,
TEXAS,5598987,1997,May,F0,33.68,-97.52,33.68,-97.52,0,0,0,0,,
TEXAS,5599273,1997,May,F0,28.12,-97.97,28.12,-97.97,0,0,0,0,,
WYOMING,5608248,1997,June,F0,41.98,-104.97,41.98,-104.97,0,0,0,0,0,0
MISSISSIPPI,5591531,1997,February,F2,32.52,-89.57,32.57,-89.52,1,0,0,0,.15M,
TEXAS,5590126,1997,February,F1,30.85,-100.62,31,-100.62,0,0,0,0,.8M,0M
TEXAS,5598982,1997,May,F1,33.6,-97.6,33.6,-97.6,0,0,0,0,15K,
CALIFORNIA,5587201,1997,January,F0,36.32,-119.13,36.32,-119.08,0,0,0,0,50K,0K
FLORIDA,5623474,1997,April,F0,27.48,-82.72,27.48,-82.72,0,0,0,0,0,0
OKLAHOMA,5619822,1997,May,F1,35.9,-96.15,35.92,-96.07,0,0,0,0,,
OKLAHOMA,5619820,1997,May,F1,36,-96.08,36,-96.08,0,0,0,0,,
OKLAHOMA,5619821,1997,May,F0,35.98,-96.07,35.98,-96.07,0,0,0,0,,
TEXAS,5597326,1997,May,F0,31.82,-96.83,31.82,-96.83,0,0,0,0,,
ARKANSAS,5589340,1997,February,F1,35.13,-94.02,35.17,-94.02,3,0,1,0,.25M,
KANSAS,5618954,1997,May,F0,37.8,-100.02,37.8,-100.02,0,0,0,0,,
ALABAMA,5588192,1997,January,F2,33.3,-87.7,33.3,-87.67,1,0,0,0,85K,2K
KANSAS,5618961,1997,May,F0,37.58,-100.02,37.58,-99.93,0,0,0,0,,
MISSOURI,5600946,1997,May,F0,36.65,-94.15,36.65,-94.08,0,0,0,0,5K,0K
SOUTH DAKOTA,5604193,1997,June,F0,43.57,-100.75,43.57,-100.75,0,0,0,0,,
FLORIDA,5598442,1997,May,F1,25.43,-81,25.43,-81,0,0,0,0,150K,
OKLAHOMA,5614116,1997,May,F0,36.8,-97.52,36.8,-97.52,0,0,0,0,,
FLORIDA,5611330,1997,April,F0,28.85,-82.05,28.87,-82.02,0,0,0,0,200K,0
MISSISSIPPI,5591548,1997,February,F0,32.72,-90.27,32.75,-90.25,0,0,0,0,2K,
MISSOURI,5585768,1997,June,F0,39,-94.12,39,-94.12,0,0,0,0,5K,
ALABAMA,5599097,1997,May,F2,34.77,-87,34.8,-86.97,12,0,0,0,2.3M,50K
NEW MEXICO,5597843,1997,May,F0,33.98,-103.58,34,-103.58,0,0,0,0,,
OHIO,5601738,1997,May,F1,39.52,-83.55,39.48,-83.5,0,0,0,0,30K,
KANSAS,5600755,1997,May,F0,37.9,-97.67,37.9,-97.63,0,0,0,0,.25M,0K
TEXAS,5608123,1997,May,F0,30.5,-99.78,30.5,-99.78,0,0,0,0,,
TEXAS,5599218,1997,May,F2,31.38,-97.32,31.38,-97.33,0,0,0,0,75K,
TEXAS,5599219,1997,May,F0,31.3,-97.25,31.3,-97.25,0,0,0,0,,
TEXAS,5599100,1997,May,F0,33.63,-97.32,33.63,-97.32,0,0,0,0,,
OKLAHOMA,5614002,1997,May,F0,34.83,-98.23,34.83,-98.23,0,0,0,0,,
KENTUCKY,5601696,1997,June,F1,36.8,-87.42,36.8,-87.42,0,0,0,0,.1M,
KANSAS,5618947,1997,May,F0,37.83,-100.12,37.83,-100.12,0,0,0,0,,
KANSAS,5618949,1997,May,F0,37.83,-100.12,37.83,-100.12,0,0,0,0,,
KANSAS,5618950,1997,May,F0,37.83,-100.12,37.83,-100.12,0,0,0,0,,
KANSAS,5618951,1997,May,F0,37.82,-100.1,37.82,-100.1,0,0,0,0,,
KANSAS,5618952,1997,May,F0,37.8,-100.08,37.78,-100.07,0,0,0,0,,
IOWA,5598750,1997,June,F1,43,-93.95,42.85,-93.62,0,0,0,0,50K,5K
MISSISSIPPI,5586513,1997,January,F0,33.63,-89.72,33.63,-89.72,0,0,0,0,,
NEBRASKA,5623889,1997,May,F0,40.52,-96.8,40.52,-96.77,0,0,0,0,0,
MISSISSIPPI,5591546,1997,February,F0,32.52,-90.37,32.53,-90.37,0,0,0,0,2K,
MISSISSIPPI,5591547,1997,February,F0,32.6,-90.32,32.6,-90.28,0,0,0,0,,
TEXAS,5619129,1997,May,F0,33.57,-98.28,33.57,-98.28,0,0,0,0,.5K,
NEW MEXICO,5597842,1997,May,F0,34.07,-103.48,34.07,-103.48,0,0,0,0,,
INDIANA,5598628,1997,May,F0,42.08,-86,42.08,-86,1,0,0,0,1.5M,0
INDIANA,5598629,1997,May,F0,42.27,-85.08,42.28,-85.08,0,0,0,0,10M,0
TENNESSEE,5589731,1997,January,F2,35.48,-86.63,35.52,-86.6,3,0,0,0,.25M,
TENNESSEE,5589732,1997,January,F1,35.45,-86.7,35.53,-86.7,0,0,0,0,.1M,
CALIFORNIA,5599609,1997,May,F1,34.6,-117.18,34.63,-117.03,0,0,0,0,,0
TEXAS,5587931,1997,February,F0,32.68,-97.45,32.68,-97.45,0,0,0,0,,
FLORIDA,5623433,1997,April,F0,28.58,-82.48,28.58,-82.48,0,0,0,0,0,0
MISSISSIPPI,5605628,1997,May,F1,33.28,-89.52,33.3,-89.48,0,0,0,0,2K,
FLORIDA,5611326,1997,April,F0,28.55,-82.45,28.55,-82.45,1,0,0,0,150K,0
TEXAS,5598911,1997,May,F2,30.87,-97.6,30.83,-97.62,0,0,0,0,0K,0K
LOUISIANA,5588096,1997,January,F1,29.73,-90.13,29.73,-90.12,1,0,0,0,.16M,
ALABAMA,5588195,1997,January,F1,32.55,-86.32,32.55,-86.3,0,0,0,0,45K,0K
FLORIDA,5611328,1997,April,F0,28.52,-82.43,28.55,-82.18,0,0,0,0,500K,0
TENNESSEE,5589734,1997,January,F2,35.98,-86.53,35.98,-86.45,0,0,0,0,.5M,
TENNESSEE,5589735,1997,January,F4,35.78,-86.5,35.83,-86.38,18,0,0,0,4.7M,
KENTUCKY,5603606,1997,June,F2,37.13,-87.27,37.2,-87.15,2,0,0,0,.12M,
MISSOURI,5603607,1997,June,F0,36.88,-89.68,36.88,-89.68,0,0,0,0,,
MISSOURI,5603608,1997,June,F0,36.83,-89.85,36.83,-89.85,0,0,0,0,,
ALABAMA,5591435,1997,January,F1,34.33,-87.28,34.33,-87.28,0,0,0,0,40K,8K
TEXAS,5594989,1997,January,F1,29.7,-95.2,29.7,-95.2,0,0,0,0,12M,
KENTUCKY,5587057,1997,January,F1,36.68,-85.15,36.68,-85.15,2,0,1,0,50K,
OKLAHOMA,5613819,1997,May,F0,34.85,-98.25,34.85,-98.25,0,0,0,0,,
OKLAHOMA,5613820,1997,May,F0,34.6,-97.12,34.6,-97.12,0,0,0,0,,
OKLAHOMA,5613821,1997,May,F0,34.7,-96.95,34.7,-96.95,0,0,0,0,,
OKLAHOMA,5613822,1997,May,F0,34.13,-96.9,34.13,-96.9,0,0,0,0,,
IOWA,5598736,1997,June,F1,42.73,-92.97,42.57,-92.78,0,0,0,0,.1M,5K
MISSISSIPPI,5586491,1997,January,F1,31.28,-89.55,31.32,-89.47,2,0,0,0,.1M,
COLORADO,5607515,1997,July,F1,40.82,-104.52,40.82,-104.52,0,0,0,0,,
TEXAS,5587948,1997,February,F0,32.77,-97.8,32.77,-97.8,0,0,0,0,,
TEXAS,5587949,1997,February,F0,32.97,-97.73,32.97,-97.73,0,0,0,0,5K,
TENNESSEE,5589119,1997,January,F2,36.03,-86.37,36.1,-86.17,0,0,0,0,2M,
TENNESSEE,5589120,1997,January,F0,36.58,-86.55,36.58,-86.55,0,0,0,0,,
TENNESSEE,5589733,1997,January,F2,35.13,-86.78,35.18,-86.73,0,0,0,0,.25M,
TENNESSEE,5595263,1997,March,F2,35.77,-89.15,35.82,-89.08,0,0,0,0,5K,
TENNESSEE,5595264,1997,March,F2,35.82,-88.93,35.97,-88.7,0,0,0,0,25K,
OKLAHOMA,5619346,1997,May,F0,36.18,-99.45,36.18,-99.45,0,0,0,0,,
OKLAHOMA,5619826,1997,May,F0,35.35,-96.42,35.35,-96.42,0,0,0,0,,
OKLAHOMA,5619827,1997,May,F0,35.93,-95.98,35.93,-95.98,0,0,0,0,25K,
OKLAHOMA,5619830,1997,May,F0,35.68,-96.07,35.68,-96.07,0,0,0,0,,
MINNESOTA,5603504,1997,June,F1,47.88,-95.13,47.88,-95.13,0,0,0,0,,
TEXAS,5612777,1997,May,F1,32.45,-102.62,32.45,-102.62,0,0,0,0,,
LOUISIANA,5602249,1997,May,F0,30.17,-91.15,30.17,-91.15,0,0,0,0,20K,
KANSAS,5605166,1997,June,F0,37.2,-97.77,37.2,-97.77,0,0,0,0,75K,
TEXAS,5593943,1997,March,F0,28.45,-96.42,28.45,-96.42,0,0,0,0,5K,
KENTUCKY,5599702,1997,June,F0,37.1,-86.48,37.1,-86.48,0,0,0,0,13.5K,
KENTUCKY,5599703,1997,June,F0,37.07,-86.85,37.07,-86.85,0,0,0,0,,
VIRGINIA,5604757,1997,June,F0,39.03,-77.7,39.03,-77.62,0,0,0,0,2K,1K
KENTUCKY,5596339,1997,March,F0,37.03,-86.43,37.03,-86.43,0,0,0,0,,
ARKANSAS,5613794,1997,April,F0,36.48,-94.12,36.48,-94.12,0,0,0,0,,
TEXAS,5608709,1997,May,F0,30.53,-101.12,30.53,-101.12,0,0,0,0,,
TEXAS,5610043,1997,May,F0,36.23,-102.07,36.25,-101.98,0,0,0,0,,
LOUISIANA,5598495,1997,April,F0,29.47,-90.3,29.47,-90.3,0,0,0,0,50K,
NEBRASKA,5607063,1997,May,F1,40.58,-96.73,40.55,-96.65,0,0,0,0,300K,
NEBRASKA,5607064,1997,May,F0,40.52,-96.8,40.52,-96.77,0,0,0,0,0,
NEBRASKA,5607065,1997,May,F0,40.52,-96.75,40.5,-96.72,0,0,0,0,0,
MONTANA,5604639,1997,June,F0,46.52,-109.65,46.58,-109.68,0,0,0,0,,
MINNESOTA,5603502,1997,June,F2,48.8,-96.03,48.7,-96.12,1,0,0,0,250K,
MINNESOTA,5603503,1997,June,F1,48.28,-95.38,48.28,-95.38,0,0,0,0,,
OKLAHOMA,5613426,1997,May,F0,35.35,-96.47,35.35,-96.47,0,0,0,0,15K,
SOUTH DAKOTA,5602298,1997,June,F0,44.42,-96.78,44.42,-96.78,0,0,0,0,,
KENTUCKY,5587053,1997,January,F2,36.98,-85.9,36.98,-85.82,2,0,0,0,1.8M,
KENTUCKY,5587054,1997,January,F1,37,-85.73,37,-85.7,0,0,0,0,20K,
ALABAMA,5599184,1997,May,F0,34.65,-86.5,34.65,-86.47,0,0,0,0,85K,0K
NEBRASKA,5607066,1997,May,F0,40.58,-96.6,40.53,-96.58,0,0,0,0,0,
MAINE,5624972,1997,June,F1,44.58,-69.85,44.58,-69.85,0,0,0,0,,
MISSISSIPPI,5603746,1997,May,F1,33.02,-89.7,33.02,-89.7,0,0,0,0,20K,
MISSISSIPPI,5595086,1997,March,F3,34.07,-89.43,34.17,-89.35,1,0,0,0,10K,
TEXAS,5602102,1997,June,F0,32.62,-99.83,32.62,-99.83,0,0,0,0,,
TEXAS,5602103,1997,June,F0,32.28,-99.82,32.28,-99.82,0,0,0,0,,
IOWA,5613625,1997,May,F0,41.82,-93.15,41.82,-93.15,0,0,0,0,,
WYOMING,5603225,1997,June,F0,44.33,-108.05,44.33,-108.05,0,0,0,0,,
WYOMING,5603227,1997,June,F0,44.37,-108.05,44.37,-108.05,0,0,0,0,,
WYOMING,5608251,1997,June,F0,41.22,-104.38,41.22,-104.38,0,0,0,0,0,0
WYOMING,5608245,1997,June,F0,42.08,-106.92,42.08,-106.92,0,0,0,0,0,0
NEBRASKA,5608256,1997,June,F1,41.22,-103.32,41.22,-103.32,0,0,0,0,15K,0
WYOMING,5608258,1997,June,F1,41.17,-104.77,41.17,-104.77,0,0,0,0,2K,0
MONTANA,5603682,1997,June,F0,47.07,-109.2,47.07,-109.2,0,0,0,0,,
TEXAS,5602394,1997,June,F0,32.82,-99.65,32.82,-99.65,0,0,0,0,,
TEXAS,5599163,1997,May,F0,27.8,-98.03,27.8,-98.03,0,0,0,0,,
TEXAS,5602395,1997,June,F0,31.45,-100.82,31.45,-100.82,0,0,0,0,,
TEXAS,5602397,1997,June,F0,30.85,-100.62,30.85,-100.62,0,0,0,0,,
OKLAHOMA,5614003,1997,May,F1,34.47,-97.95,34.47,-97.95,0,0,0,0,50K,
KENTUCKY,5594246,1997,March,F1,37.87,-83.87,37.92,-83.78,0,0,0,0,.5M,0K
OKLAHOMA,5613805,1997,May,F0,34.17,-96.82,34.17,-96.82,0,0,0,0,,
OKLAHOMA,5613806,1997,May,F0,34.72,-97.4,34.72,-97.4,0,0,0,0,,
INDIANA,5589682,1997,March,F1,39.63,-86.18,39.63,-86.18,0,0,0,0,.75M,
TEXAS,5610327,1997,May,F0,35.22,-100.37,35.22,-100.37,0,0,0,0,,
ILLINOIS,5600240,1997,April,F0,39.93,-88.87,39.93,-88.87,0,0,0,0,,0
MISSISSIPPI,5597618,1997,May,F0,33.68,-88.33,33.68,-88.33,0,0,0,0,5K,
FLORIDA,5588911,1997,January,F1,30.65,-86.18,30.65,-86.18,0,0,0,0,10K,0
FLORIDA,5588912,1997,January,F1,30.57,-84.78,30.57,-84.78,0,0,0,0,.5K,0
IOWA,5592338,1997,April,F0,41.93,-90.78,41.93,-90.88,0,0,0,0,,
KENTUCKY,5608431,1997,June,F0,36.68,-84.47,36.68,-84.47,0,0,0,0,5K,0
IOWA,5592339,1997,April,F0,42.05,-90.32,42.05,-90.32,0,0,0,0,,
TEXAS,5597318,1997,May,F1,30.9,-97.58,30.87,-97.58,0,0,0,0,20K,
TEXAS,5597321,1997,May,F1,32.1,-96.72,32.1,-96.72,0,0,0,0,,
TEXAS,5597323,1997,May,F1,31.87,-96.72,31.87,-96.72,0,0,0,0,,
MINNESOTA,5602135,1997,June,F0,43.98,-91.95,43.98,-91.98,0,0,0,0,,
COLORADO,5608792,1997,June,F1,40.07,-104.95,40.07,-104.95,0,0,0,0,50K,0
COLORADO,5608793,1997,June,F0,40.97,-103,40.97,-103,0,0,0,0,0,
COLORADO,5608794,1997,June,F0,41.02,-103.1,41.02,-103.1,0,0,0,0,0,
COLORADO,5608795,1997,June,F0,40.78,-102.8,40.78,-102.8,0,0,0,0,0,
COLORADO,5608799,1997,June,F0,40.55,-103.37,40.55,-103.37,0,0,0,0,0,
COLORADO,5608800,1997,June,F0,40.28,-103.55,40.28,-103.55,0,0,0,0,0,
ARKANSAS,5589716,1997,March,F3,33.77,-93.48,33.88,-93.28,2,0,0,0,2M,
TEXAS,5608702,1997,May,F0,31.03,-100.4,31.03,-100.4,0,0,0,0,,
TEXAS,5608703,1997,May,F0,30.85,-100.53,30.85,-100.53,0,0,0,0,,
IOWA,5602725,1997,May,F0,41.53,-90.52,41.53,-90.52,0,0,0,0,,
TEXAS,5601462,1997,April,F0,28.47,-98.18,28.47,-98.18,0,0,0,0,,
WYOMING,5603205,1997,June,F1,42.98,-108.32,43,-108.33,0,0,0,0,,
WYOMING,5603207,1997,June,F0,44.52,-108.05,44.52,-108.05,0,0,0,0,,
WYOMING,5603208,1997,June,F1,44.57,-108.05,44.58,-108.05,0,0,0,0,,
WYOMING,5603209,1997,June,F0,44.38,-108.07,44.38,-108.07,0,0,0,0,,
LOUISIANA,5603734,1997,May,F1,32.77,-91.27,32.93,-91.08,0,0,0,0,100K,
OKLAHOMA,5614117,1997,May,F0,36.8,-97.52,36.8,-97.52,0,0,0,0,,
TENNESSEE,5595593,1997,March,F2,35.43,-87.52,35.47,-87.45,0,0,0,0,.1M,
OKLAHOMA,5619715,1997,May,F0,36.55,-96.72,36.55,-96.72,0,0,0,0,,
ILLINOIS,5600243,1997,April,F0,40.4,-88.83,40.57,-88.68,0,0,0,0,100K,0
TEXAS,5601463,1997,April,F0,28.47,-98.18,28.47,-98.18,0,0,0,0,,
INDIANA,5601694,1997,June,F1,38,-87.58,38.03,-87.55,0,0,0,0,.5M,
KANSAS,5601480,1997,May,F0,38.57,-98.87,38.57,-98.85,0,0,0,0,,
KANSAS,5601481,1997,May,F0,38.57,-98.53,38.57,-98.53,0,0,0,0,,
KANSAS,5601482,1997,May,F0,38.6,-98.53,38.6,-98.53,0,0,0,0,,
KANSAS,5601483,1997,May,F0,38.65,-98.4,38.65,-98.4,0,0,0,0,,
KANSAS,5601484,1997,May,F0,38.73,-98.38,38.73,-98.37,0,0,0,0,,
OKLAHOMA,5613813,1997,May,F0,34.95,-97.3,34.95,-97.3,0,0,0,0,1K,
TEXAS,5591602,1997,April,F0,31.5,-100.48,31.5,-100.48,0,0,0,0,,
GEORGIA,5585138,1997,January,F0,32.37,-81.88,32.37,-81.88,4,0,0,0,25K,
TEXAS,5594991,1997,January,F0,29.77,-95.05,29.77,-95.05,0,0,0,0,20K,
TEXAS,5594992,1997,January,F0,29.97,-94.98,29.97,-94.98,0,0,0,0,5K,
TEXAS,5594969,1997,January,F0,29.5,-95.47,29.5,-95.47,0,0,0,0,5K,
KENTUCKY,5601695,1997,June,F1,36.67,-87.43,36.67,-87.43,2,0,0,0,.2M,
FLORIDA,5616613,1997,April,F0,29.13,-80.98,29.13,-80.98,0,0,0,0,120K,
FLORIDA,5616602,1997,April,F0,29.23,-81.47,29.23,-81.47,0,0,0,0,60K,
FLORIDA,5616603,1997,April,F0,28.8,-81.72,28.8,-81.72,0,0,0,0,150K,
FLORIDA,5627060,1997,June,F0,26.05,-80.17,26.05,-80.17,0,0,0,0,,
NORTH DAKOTA,5599445,1997,June,F0,48.67,-101.17,48.67,-101.17,0,0,0,0,,
NORTH DAKOTA,5599446,1997,June,F0,48.5,-100.72,48.5,-100.72,0,0,0,0,,
NORTH DAKOTA,5599447,1997,June,F0,48.4,-101.05,48.43,-100.98,0,0,0,0,25K,
NORTH DAKOTA,5599448,1997,June,F0,48.35,-100.32,48.35,-100.32,0,0,0,0,,
SOUTH CAROLINA,5588602,1997,February,F2,34.92,-81.97,34.92,-81.97,0,0,0,0,.33M,
GEORGIA,5589018,1997,February,F1,34.42,-83.63,34.57,-83.45,0,0,0,0,.1M,
NEW MEXICO,5612846,1997,May,F0,33.28,-103.32,33.25,-103.32,0,0,0,0,,
COLORADO,5602365,1997,June,F0,39.3,-102.37,39.3,-102.37,0,0,0,0,,
WASHINGTON,5600397,1997,May,F1,47.23,-122.45,47.23,-122.45,0,0,0,0,150K,
MISSOURI,5600923,1997,May,F0,38.12,-94.03,38.12,-94.03,0,0,0,0,.5K,0K
FLORIDA,5601421,1997,April,F0,29.02,-80.93,29.02,-80.93,0,0,0,0,250K,
ALABAMA,5592710,1997,April,F2,34.47,-85.9,34.52,-85.85,10,0,0,0,2.2M,10K
OHIO,5588949,1997,January,F1,40.77,-81.73,40.77,-81.73,0,0,0,0,50K,
SOUTH CAROLINA,5588595,1997,February,F0,34.63,-83.07,34.63,-83.07,0,0,0,0,5K,
